dh,mc,pq,rs
0.356846571,0.44760108,0.337979078,76.99739337
0.642972231,0.980050325,0.716365576,152.19001
1.117278576,1.278898716,0.925222874,230.61122
1.277808666,1.638006926,1.323853016,306.052129
1.633403778,1.972507,1.576489449,383.5100447
2.047431231,2.386998653,2.028088093,459.6434891
