dh,mc,pq,rs
31.67642378807068,35.49006533622742,31.776759147644043,46.08722519874573
63.07990503311157,69.49260830879211,63.607637882232666,101.04433444433442
94.49224042892456,104.18487763404846,95.1975691318512,151.48667787545864
126.23419094085693,146.27357411384583,126.71306228637695,201.59777676446973
157.39106369018555,172.85925388336182,157.57414269447327,252.96447685212047
186.99303531646729,209.31746888160706,191.07784795761108,302.931033430993
