dh,mc,pq,rs
5.33560037612915,5.07125186920166,5.272262811660767,7.038432359695435
10.294699907302856,11.207090377807617,10.876299381256104,14.044445554212444
15.769217729568481,14.850040197372437,15.224451303482056,21.001112001111114
20.96008610725403,20.02732825279236,20.745442390441895,28.091002009888097
25.374181032180786,24.526861906051636,24.795060634613037,35.07079101899915
31.32288885116577,30.25197672843933,31.567104816436768,42.076346573434584
