dh,mc,pq,rs
4.860789775848389,4.594205141067505,4.735476016998291,8.221795797348022
9.355039119720459,10.22751784324646,9.938793897628784,14.652571855997666
14.374316453933716,13.446316480636597,13.820140838623047,18.703203645548005
19.092473030090332,17.79424190521241,18.848703384399414,24.967555565313752
23.04965114593506,22.18739414215088,22.04621696472168,31.142991354309295
28.50087594985962,27.403732776641846,28.74888563156128,37.321980353097196
