Handshake,ZKP,Transfer Time,Decrypt Time
1.214709997177124,0.7209210395812988,6.091563701629639,6.027676105499268
1.5220472812652588,0.5103597640991211,6.275762557983398,6.150505065917969
0.4335157871246338,0.45945215225219727,6.126108169555664,6.062755823135376
0.8101544380187988,0.9006481170654297,6.083133697509766,6.016587018966675
0.9506726264953613,0.5382134914398193,6.090417385101318,6.035182476043701
0.8995535373687744,0.4429323673248291,6.041599750518799,5.991901397705078
0.8566718101501465,0.7373440265655518,6.029757022857666,5.9726269245147705
0.9579596519470215,0.43747639656066895,6.086529493331909,6.001471281051636
0.986224889755249,0.4370086193084717,6.073930740356445,5.978573322296143
1.236656665802002,0.7162718772888184,6.226583242416382,6.104674816131592
0.6308271884918213,0.33051180839538574,5.0790135860443115,5.059809684753418
