Handshake,ZKP,Transfer Time,Encrypt Time
0.4161972999572754,0.37888073921203613,0.21610426902770996,0.017717838287353516
0.38802623748779297,0.2410266399383545,0.017975568771362305,0.012891292572021484
0.3932209014892578,0.24585509300231934,0.01538395881652832,0.01108098030090332
0.4437072277069092,0.23419427871704102,0.016696691513061523,0.011983394622802734
0.373211145401001,0.2410271167755127,0.01622772216796875,0.011687278747558594
0.38445377349853516,0.24167203903198242,0.012786865234375,0.009196758270263672
0.37723207473754883,0.24197053909301758,0.018125295639038086,0.013312339782714844
0.37559032440185547,0.23566102981567383,0.018893718719482422,0.013770580291748047
0.42931413650512695,0.23917222023010254,0.017197847366333008,0.012433767318725586
0.3706068992614746,0.23611974716186523,0.015652894973754883,0.011240005493164062
