Handshake,ZKP,Transfer Time,Decrypt Time
0.4110276699066162,0.26015758514404297,0.05688905715942383,0.013194084167480469
0.3885359764099121,0.28423619270324707,0.06142926216125488,0.02136373519897461
0.3932979106903076,0.28873300552368164,0.05544018745422363,0.010937213897705078
0.44405531883239746,0.27753329277038574,0.05904817581176758,0.012030839920043945
0.3739933967590332,0.2841348648071289,0.06558680534362793,0.011745929718017578
0.3752419948577881,0.2848219871520996,0.05298471450805664,0.008623838424682617
0.3711814880371094,0.28562283515930176,0.05989432334899902,0.013891458511352539
0.3764009475708008,0.27931928634643555,0.06113624572753906,0.019337892532348633
0.4203152656555176,0.28302860260009766,0.06706881523132324,0.027056217193603516
0.3608100414276123,0.2787351608276367,0.059012651443481445,0.011365890502929688
