VID,VPR,alpha,R_reg,MR_fx,MR_fstar,TA_comp_time,reg_latency
YX0L9F3,e00edf6e5b50c7cff36b3dea7a462e1407131ef3e249185994706121d8cda6eb,1,89626,f1a6e98e6f3f7e2f8c286a6927546edba854d35f3b28a3fe6c7dd086561d4146,a485aeea3785803e2d20d67b7f68463df0fd06c1f79acec70204c0563c6ad711,3.814697265625e-06,8.0108642578125e-05
