f_coeffs,VID,VPR,f_w_i,f_star_w_2i,veh_comp_time11,veh_comp_time
"-39,-74,1,84,32,-11,88,67",YX0L9F3,e00edf6e5b50c7cff36b3dea7a462e1407131ef3e249185994706121d8cda6eb,"12,14,3,8,8,11,15,4,1,14,8,11,5,9,8,6","12,14,11,9,9,7,10,12",0.0002837181091308594,0.0002837181091308594
