----Server----,,,
Handshake,ZKP,Transfer Time,Encrypt Time
0.110780954360962,0.516868829727173,0.217806339263916,0.000289201736450195
0.0225200653076172,0.375003099441528,0.30771803855896,0.000101804733276367
0.0349650382995606,0.184544324874878,0.221089839935303,0.000179529190063477
0.0176205635070801,0.30367922782898,0.519419431686401,0.000111818313598633
0.0435111522674561,0.428515434265137,0.304384708404541,8.44001770019531E-05
0.203346967697144,0.773195505142212,1.66550850868225,0.000106096267700195
0.0157744884490967,0.450336217880249,0.0568654537200928,9.27448272705078E-05
0.0175604820251465,0.246888399124146,0.110235691070557,8.03470611572266E-05
0.0168306827545166,0.476834774017334,0.160270214080811,0.000100612640380859
0.377261877059937,0.210294008255005,0.147927761077881,0.000123977661132813
0.0409235954284668,0.251294136047363,0.0136177539825439,0.000175714492797852
,,,
0.0860172271728516,0.396615982055664,0.371122598648071,0.000127053260803223
,,,
,,,
----Client----,,,
Handshake,ZKP,Transfer Time,Decrypt Time
0.336355447769165,0.691785335540772,0.264304399490356,0.0329985618591309
0.473320245742798,0.521571636199951,0.496206998825073,0.03721022605896
0.169494390487671,0.475170850753784,0.297810316085815,0.0354628562927246
0.0932204723358154,0.461375951766968,0.591288328170776,0.0370855331420898
0.212691783905029,0.618207216262817,0.403601884841919,0.0364992618560791
0.633316278457642,0.900311231613159,1.70674896240234,0.0356225967407227
0.0636870861053467,0.53225588798523,0.161232471466064,0.0339889526367188
0.237321615219116,0.44661808013916,0.188450813293457,0.0332679748535156
0.0935165882110596,0.59410572052002,0.194352149963379,0.0345852375030518
1.17967915534973,0.531243324279785,0.252106189727783,0.0336174964904785
0.0416426658630371,0.295870542526245,0.0545558929443359,0.00933170318603516
,,,
0.349260306358337,0.577264523506165,0.455610251426697,0.0350338697433472
