Handshake,ZKP,Transfer Time,Encrypt Time
0.24442553520202637,0.46860575675964355,0.1991877555847168,0.020587444305419922
0.06183457374572754,0.4987339973449707,0.12127876281738281,0.020514249801635742
0.0592803955078125,0.578718900680542,0.16513299942016602,0.03437066078186035
0.15642642974853516,0.41222286224365234,0.1229557991027832,0.017153024673461914
0.06213498115539551,0.4162015914916992,0.12235641479492188,0.017313241958618164
0.05598139762878418,0.27564167976379395,0.16026687622070312,0.019804716110229492
0.05442070960998535,0.3064463138580322,0.1159665584564209,0.02305150032043457
0.05701613426208496,0.3124058246612549,0.150010347366333,0.02136516571044922
0.058879852294921875,0.34476423263549805,0.22093629837036133,0.02603912353515625
0.05653047561645508,0.41696834564208984,0.06450295448303223,0.020412921905517578
